clang 12.0.0 ,isqrt1,290.674900
clang 12.0.0 ,isqrt2,192.200000
clang 12.0.0 ,isqrt3,115.805100
clang 12.0.0 ,fred_sqrt,52.078900
clang 12.0.0 ,double_sqrt,39.377500
clang 12.0.0 ,float_sqrt,19.973300
clang 12.0.0 ,noop,3.840300
clang 12.0.0 ,isqrt1,295.606100
clang 12.0.0 ,isqrt2,193.682400
clang 12.0.0 ,isqrt3,113.883500
clang 12.0.0 ,fred_sqrt,52.674900
clang 12.0.0 ,double_sqrt,39.071700
clang 12.0.0 ,float_sqrt,19.833300
clang 12.0.0 ,noop,3.855800
msc 191627045,isqrt1,306.655300
msc 191627045,isqrt1,308.873000
msc 191627045,isqrt2,191.889300
msc 191627045,isqrt3,119.618900
msc 191627045,fred_sqrt,58.809600
msc 191627045,double_sqrt,54.629400
msc 191627045,float_sqrt,38.774900
msc 191627045,noop,16.619000
msc 191627045,isqrt1,306.006300
msc 191627045,isqrt2,191.539200
msc 191627045,isqrt3,119.000500
msc 191627045,fred_sqrt,58.629400
msc 191627045,double_sqrt,55.288100
msc 191627045,float_sqrt,39.056100
msc 191627045,noop,17.192000
msc 191627045,isqrt1,309.341100
msc 191627045,isqrt2,191.761700
msc 191627045,isqrt3,118.980100
msc 191627045,fred_sqrt,59.022800
msc 191627045,double_sqrt,55.238000
msc 191627045,float_sqrt,38.892000
msc 191627045,noop,16.724900
msc 191627045,isqrt1,307.241500
msc 191627045,isqrt2,190.522900
msc 191627045,isqrt3,118.275800
msc 191627045,fred_sqrt,58.666900
msc 191627045,double_sqrt,55.231400
msc 191627045,float_sqrt,38.503000
msc 191627045,noop,17.007600
msc 191627045,isqrt1,305.185600
msc 191627045,isqrt2,194.084200
msc 191627045,isqrt3,119.173400
msc 191627045,fred_sqrt,58.219500
msc 191627045,double_sqrt,55.552500
msc 191627045,float_sqrt,38.861100
msc 191627045,noop,16.576900
msc 1916avx2,isqrt1,227.152200
msc 1916avx2,isqrt2,183.879900
msc 1916avx2,isqrt3,115.782700
msc 1916avx2,fred_sqrt,59.051200
msc 1916avx2,double_sqrt,55.234400
msc 1916avx2,float_sqrt,35.925900
msc 1916avx2,noop,14.544000
msc 1916avx2,isqrt1,225.500000
msc 1916avx2,isqrt2,183.522300
msc 1916avx2,isqrt3,116.117200
msc 1916avx2,fred_sqrt,58.173600
msc 1916avx2,double_sqrt,55.224900
msc 1916avx2,float_sqrt,36.116600
msc 1916avx2,noop,13.922600
msc 1916avx2,isqrt1,225.166500
msc 1916avx2,isqrt2,187.704600
msc 1916avx2,isqrt3,115.475100
msc 1916avx2,fred_sqrt,59.467800
msc 1916avx2,double_sqrt,55.883500
msc 1916avx2,float_sqrt,35.855000
msc 1916avx2,noop,14.348700
msc 1916avx2,isqrt1,224.670700
msc 1916avx2,isqrt2,184.259200
msc 1916avx2,isqrt3,115.627000
msc 1916avx2,fred_sqrt,59.447800
msc 1916avx2,double_sqrt,55.497300
msc 1916avx2,float_sqrt,35.912700
msc 1916avx2,noop,13.782000
msc 1916avx2,isqrt1,226.091500
msc 1916avx2,isqrt2,186.342500
msc 1916avx2,isqrt3,114.275400
msc 1916avx2,fred_sqrt,57.954400
msc 1916avx2,double_sqrt,54.715800
msc 1916avx2,float_sqrt,36.076100
msc 1916avx2,noop,13.793300

